ItemPII	GreenOA EmbargoDate	ItemOnline	ItemVorOnline	EmbargoPeriod
S0007-8506(12)00136-9	2014-07-20	2012-04-21		24
S0007-8506(14)00023-7	2016-07-01	2014-04-03		24
S0007-8506(15)00014-1	2017-06-27	2015-04-25	2015-06-28	24
S0008-6215(11)00340-5	2013-09-19	2011-06-22		24
S0008-6223(09)00860-4	2012-03-23	2009-12-24		24
S0008-6223(11)00048-0	2013-04-18	2011-01-19		24
S0008-6223(11)00817-7	2014-01-03	2011-10-06		24
S0008-6223(11)00926-2	2014-02-26	2011-11-29		24
S0008-6223(12)00869-X	2015-01-31	2012-11-02		24
S0008-6223(13)00661-1	2015-10-11	2013-07-13		24
S0008-6223(14)00088-8	2016-04-26	2014-01-27		24
S0008-6223(15)00041-X	2017-04-28	2015-01-29		24
S0008-6223(15)00356-5	2017-05-13	2015-04-30	2015-05-14	24
S0008-6223(15)30193-7	2017-09-08	2015-08-28	2015-09-09	24
S0008-8749(10)00043-2	2011-05-25	2010-02-24		12
S0008-8749(11)00114-6	2012-08-07	2011-05-10		12
S0008-8749(15)30024-1	2017-02-14	2015-10-09	2016-02-15	12
S0008-8749(15)30025-3	2016-12-23	2015-10-22	2015-12-24	12
S0008-8846(09)00345-7	2012-03-29	2009-12-30		24
S0009-2509(10)00473-2	2012-11-09	2010-08-12		24
S0009-2509(10)00474-4	2012-11-09	2010-08-12		24
S0009-2509(11)00810-4	2014-02-16	2011-11-19		24
S0009-2509(13)00403-X	2015-09-04	2013-06-06		24
S0009-2509(14)00309-1	2016-09-18	2014-06-21		24
S0009-2509(15)00407-8	2017-06-16	2015-06-07	2015-06-17	24
S0009-2509(15)00515-1	2017-09-22	2015-08-04	2015-09-23	24
S0009-2509(15)00587-4	2017-09-10	2015-09-03	2015-09-11	24
S0009-2541(09)00431-8	2012-01-22	2009-10-24		24
S0009-2541(09)00450-1	2012-02-03	2009-11-05		24
S0009-2541(10)00337-2	2012-12-23	2010-09-25		24
S0009-2541(11)00005-2	2013-04-05	2011-01-06		24
S0009-2541(11)00166-5	2013-07-10	2011-04-12		24
S0009-2541(11)00189-6	2013-08-11	2011-05-14		24
S0009-2541(11)00231-2	2013-09-09	2011-06-12		24
S0009-2541(12)00050-2	2014-04-30	2012-01-31		24
S0009-2541(12)00547-5	2015-02-04	2012-11-06		24
S0009-2541(13)00106-X	2015-06-13	2013-03-15		24
S0009-2541(13)00389-6	2015-12-04	2013-09-05		24
S0009-2541(14)00297-6	2016-10-07	2014-07-10		24
S0009-2541(14)00391-X	2016-11-18	2014-08-21		24
S0009-2541(14)00394-5	2016-11-18	2014-08-21		24
S0009-2541(15)00122-9	2017-06-07	2015-03-10		24
S0009-2541(15)30038-3	2017-10-07	2015-09-26	2015-10-08	24
S0009-2614(10)00966-8	2012-10-12	2010-07-15		24
S0009-2614(10)01539-3	2013-02-16	2010-11-19		24
S0009-2614(11)00633-6	2013-08-23	2011-05-26		24
S0009-2614(11)00998-5	2013-11-16	2011-08-19		24
S0009-2614(11)01512-0	2014-03-23	2011-12-24		24
S0009-2614(12)00711-7	2014-09-16	2012-06-18		24
S0009-2614(12)00980-3	2014-12-02	2012-09-03		24
S0009-2614(13)00400-4	2015-06-27	2013-03-29		24
S0009-2614(13)01332-8	2016-01-22	2013-10-24		24
S0009-2614(14)00270-X	2016-07-11	2014-04-13		24
S0009-2614(14)00576-4	2016-10-05	2014-07-08		24
S0009-2614(14)00638-1	2016-10-26	2014-07-29		24
S0009-2614(14)00806-9	2016-12-17	2014-09-19		24
S0009-2614(15)00230-4	2017-05-21	2015-04-18	2015-05-22	24
S0009-2614(15)00435-2	2017-06-23	2015-06-17	2015-06-24	24
S0009-2614(15)00770-8	2017-10-23	2015-10-22	2015-10-24	24
S0009-2614(16)30137-3	2018-07-11	2016-04-12		24
S0009-2797(11)00311-5	2013-01-30	2011-11-02		12
S0009-2797(12)00166-4	2013-12-15	2012-09-16		12
S0009-2797(14)00076-3	2015-06-11	2014-03-13		12
S0009-3084(10)00294-X	2011-09-17	2010-06-19		12
S0009-8981(11)00417-7	2012-11-03	2011-08-06		12
S0009-8981(12)00013-7	2013-04-14	2012-01-15		12
S0009-8981(14)00332-5	2015-11-07	2014-08-09		12
S0009-9120(09)00439-1	2011-01-10	2009-10-12		12
S0009-9120(11)00492-9	2012-09-21	2011-06-24		12
S0009-9120(12)00507-3	2013-12-09	2012-09-10		12
S0009-9260(14)00027-0	2015-05-27	2014-02-26		12
S0010-2180(15)00221-7	2017-09-14	2015-07-31	2015-09-15	24
S0010-440X(11)00184-2	2013-01-24	2011-10-27		12
S0010-4485(10)00097-7	2012-09-05	2010-06-08		24
S0010-4485(10)00212-5	2013-02-10	2010-11-13		24
S0010-4485(11)00217-X	2013-11-24	2011-08-27		24
S0010-4485(11)00223-5	2013-11-24	2011-08-27		24
S0010-4485(12)00022-X	2014-05-06	2012-02-06		24
S0010-4485(12)00229-1	2015-01-10	2012-10-12		24
S0010-4485(13)00173-5	2015-12-01	2013-09-02		24
S0010-4485(14)00181-X	2016-11-16	2014-08-19		24
S0010-4485(14)00181-X	2016-11-16	2014-08-19		24
S0010-4485(14)00196-1	2016-11-27	2014-08-30		24
S0010-4485(15)00049-4	2017-05-14	2015-04-21	2015-05-15	24
S0010-4485(15)00105-0	2017-09-26	2015-07-21	2015-09-27	24
S0010-4485(15)00111-6	2017-09-26	2015-07-29	2015-09-27	24
S0010-4485(15)00114-1	2017-09-26	2015-07-28	2015-09-27	24
S0010-4655(12)00228-7	2014-10-01	2012-07-03		24
S0010-4655(14)00033-2	2016-05-07	2014-02-07		24
S0010-4655(14)00229-X	2016-09-29	2014-07-02		24
S0010-4655(14)00304-X	2016-12-14	2014-09-16		24
S0010-4655(14)00321-X	2016-12-30	2014-10-02		24
S0010-4655(15)00017-X	2017-06-11	2015-03-14		24
S0010-4655(15)00088-0	2017-06-06	2015-03-09		24
S0010-4655(15)00186-1	2017-06-10	2015-05-21	2015-06-11	24
S0010-4655(16)30004-2	2018-04-17	2016-02-11	2016-04-17	24
S0010-4825(16)30057-9	2017-04-20	2016-03-12	2016-04-20	12
S0010-7824(11)00010-2	2012-05-21	2011-02-21		12
S0010-7824(11)00153-3	2012-08-08	2011-05-11		12
S0010-7824(12)00725-1	2013-12-05	2012-09-06		12
S0010-7824(14)00023-7	2015-04-29	2014-01-29		12
S0010-7824(14)00147-4	2015-07-03	2014-04-04		12
S0010-7824(14)00608-8	2015-11-05	2014-08-07		12
S0010-7824(14)00783-5	2016-02-23	2014-11-25		12
S0010-7824(14)00785-9	2016-02-23	2014-11-25		12
S0010-7824(15)00043-8	2016-05-07	2015-02-07		12
S0010-938X(12)00049-2	2014-05-02	2012-02-02		24
S0010-938X(14)00036-5	2016-05-04	2014-02-04		24
S0010-938X(14)00051-1	2016-04-30	2014-01-31		24
S0010-938X(14)00299-6	2016-09-20	2014-06-23		24
S0010-938X(15)30169-4	2018-01-31	2015-11-30	2016-02-01	24
S0010-938X(16)30139-1	2018-06-27	2016-03-29		24
S0010-9452(09)00278-0	2011-01-22	2009-10-24		12
S0010-9452(10)00151-6	2011-08-30	2010-06-01		12
S0010-9452(11)00067-0	2012-06-12	2011-03-15		12
S0010-9452(12)00068-8	2013-06-06	2012-03-08		12
S0010-9452(13)00247-5	2015-01-29	2013-10-31		12
S0010-9452(14)00038-0	2015-05-12	2014-02-11		12
S0010-9452(14)00193-2	2015-09-17	2014-06-19		12
S0011-2275(12)00051-3	2015-06-04	2012-03-06		36
S0011-2275(14)00056-3	2017-06-17	2014-03-20		36
S0011-2275(14)00056-3	2017-06-17	2014-03-20		36
S0011-2275(14)00125-8	2017-09-09	2014-06-12		36
S0011-2275(15)00049-1	2018-07-09	2015-04-11		36
S0011-5029(09)00155-2	2011-05-27	2010-02-26		12
S0011-5029(16)00063-8	2017-07-11	2016-04-12		12
S0011-9164(11)00072-5	2013-05-17	2011-02-17		24
S0011-9164(12)00010-0	2014-05-01	2012-02-01		24
S0011-9164(13)00240-3	2015-09-10	2013-06-12		24
S0011-9164(14)00009-5	2016-04-23	2014-01-24		24
S0011-9164(14)00093-9	2016-06-14	2014-03-17		24
S0011-9164(14)00136-2	2016-07-12	2014-04-14		24
S0011-9164(14)00236-7	2016-08-10	2014-05-13		24
S0011-9164(14)00408-1	2016-11-07	2014-08-10		24
S0011-9164(15)00034-X	2017-04-19	2015-01-20		24
S0011-9164(15)00342-2	2017-06-06	2015-06-07	2015-06-07	24
S0011-9164(15)30057-6	2017-08-31	2015-09-01	2015-09-01	24
S0011-9164(15)30106-5	2017-11-27	2015-11-28	2015-11-28	24
S0011-9164(16)30012-1	2018-04-15	2016-01-16		24
S0011-9164(16)30132-1	2018-04-14	2016-04-14	2016-04-14	24
S0012-1606(10)00913-9	2011-10-12	2010-07-14		12
S0012-1606(10)01028-6	2011-11-25	2010-08-27		12
S0012-1606(11)00021-2	2012-04-19	2011-01-20		12
S0012-1606(12)00262-X	2013-08-20	2012-05-22		12
S0012-1606(13)00319-9	2014-09-11	2013-06-13		12
S0012-1606(14)00315-7	2015-09-26	2014-06-28		12
S0012-1606(14)00560-0	2016-02-02	2014-11-04		12
S0012-1606(15)30128-7	2017-01-20	2015-12-17	2016-01-21	12
S0012-1606(15)30203-7	2017-03-03	2016-01-27	2016-03-03	12
S0012-1606(15)30379-1	2017-04-06	2016-03-04	2016-04-06	12
S0012-365X(10)00450-4	2013-04-12	2011-01-13		24
S0012-365X(11)00019-7	2013-05-11	2011-02-11		24
S0012-365X(12)00236-1	2014-09-10	2012-06-12		24
S0012-821X(09)00709-2	2012-03-21	2009-12-22		24
S0012-821X(10)00150-0	2012-06-12	2010-03-15		24
S0012-821X(10)00669-2	2013-03-14	2010-12-15		24
S0012-821X(10)00784-3	2013-04-07	2011-01-08		24
S0012-821X(11)00058-6	2013-05-26	2011-02-26		24
S0012-821X(11)00434-1	2013-11-13	2011-08-16		24
S0012-821X(11)00490-0	2013-12-27	2011-09-29		24
S0012-821X(11)00686-8	2014-03-26	2011-12-27		24
S0012-821X(12)00061-1	2014-05-30	2012-03-01		24
S0012-821X(12)00066-0	2014-06-07	2012-03-09		24
S0012-821X(12)00340-8	2014-11-07	2012-08-09		24
S0012-821X(12)00533-X	2015-01-16	2012-10-18		24
S0012-821X(13)00155-6	2015-07-16	2013-04-17		24
S0012-821X(13)00226-4	2015-09-29	2013-07-01		24
S0012-821X(13)00300-2	2015-09-29	2013-07-01		24
S0012-821X(13)00342-7	2015-10-01	2013-07-03		24
S0012-821X(13)00363-4	2015-10-31	2013-08-02		24
S0012-821X(13)00540-2	2016-02-19	2013-11-21		24
S0012-821X(13)00662-6	2016-03-04	2013-12-05		24
S0012-821X(14)00392-6	2016-10-05	2014-07-08		24
S0012-821X(14)00549-4	2017-01-03	2014-10-06		24
S0012-821X(14)00795-X	2017-04-04	2015-01-05		24
S0012-821X(15)00304-0	2017-05-13	2015-05-14	2015-05-14	24
S0012-821X(15)00502-6	2017-08-12	2015-08-13	2015-08-13	24
S0012-821X(15)00706-2	2017-12-09	2015-11-19	2015-12-10	24
S0012-821X(15)00754-2	2017-12-17	2015-12-15	2015-12-18	24
S0012-821X(15)00778-5	2017-12-30	2015-12-31	2015-12-31	24
S0012-8252(12)00079-7	2014-10-07	2012-07-09		24
S0012-8252(15)30046-5	2018-03-08	2015-09-25	2016-03-08	24
S0012-8252(16)30011-3	2018-03-25	2016-02-06	2016-03-25	24
S0013-4686(09)01341-3	2012-02-11	2009-11-13		24
S0013-4686(10)00582-7	2012-07-18	2010-04-20		24
S0013-4686(10)01619-1	2013-03-08	2010-12-09		24
S0013-4686(10)01641-5	2013-03-15	2010-12-16		24
S0013-4686(11)00379-3	2013-07-04	2011-04-06		24
S0013-4686(11)00967-4	2013-09-27	2011-06-30		24
S0013-4686(11)01726-9	2014-02-19	2011-11-22		24
S0013-4686(12)00537-3	2014-07-06	2012-04-07		24
S0013-4686(12)01539-3	2014-12-27	2012-09-28		24
S0013-4686(12)02030-0	2015-04-02	2013-01-02		24
S0013-4686(13)02435-3	2016-04-14	2014-01-15		24
S0013-4686(14)00201-1	2016-05-03	2014-02-03		24
S0013-4686(14)01394-2	2016-10-13	2014-07-16		24
S0013-4686(15)00395-3	2017-09-30	2015-02-13	2015-10-01	24
S0013-4686(15)00525-3	2017-05-26	2015-02-26		24
S0013-4686(15)01121-4	2017-05-22	2015-05-06	2015-05-23	24
S0013-4686(15)30347-9	2017-09-01	2015-08-22	2015-09-02	24
S0013-4686(15)30912-9	2017-12-16	2015-12-03	2015-12-17	24
S0013-4686(15)30944-0	2017-12-17	2015-12-10	2015-12-18	24
S0013-4686(15)31099-9	2018-04-27	2015-12-30	2016-04-27	24
S0013-4686(16)30420-0	2018-04-27	2016-02-24	2016-04-27	24
S0013-7944(09)00288-4	2012-01-02	2009-10-04		24
S0013-7944(11)00007-5	2013-04-14	2011-01-15		24
S0013-7944(11)00094-4	2013-06-18	2011-03-21		24
S0013-7944(11)00147-0	2013-07-20	2011-04-22		24
S0013-7944(11)00419-X	2014-03-28	2011-12-29		24
S0013-7944(11)00427-9	2014-02-25	2011-11-28		24
S0013-7944(12)00368-2	2015-01-02	2012-10-04		24
S0013-7952(13)00300-1	2016-01-31	2013-11-02		24
S0013-7952(16)30028-X	2018-02-26	2016-02-06	2016-02-27	24
S0013-9351(11)00092-2	2013-06-28	2011-03-31		24
S0013-9351(11)00153-8	2013-09-18	2011-06-21		24
S0013-9351(11)00194-0	2013-11-14	2011-08-17		24
S0013-9351(12)00242-3	2014-12-12	2012-09-13		24
S0013-9351(12)00314-3	2015-02-26	2012-11-28		24
S0013-9351(14)00206-0	2016-09-30	2014-07-03		24
S0013-9351(14)00360-0	2017-02-16	2014-11-19		24
S0014-2921(10)00007-3	2014-04-19	2010-01-20		48
S0014-2921(10)00100-5	2015-01-26	2010-10-29		48
S0014-2921(12)00122-5	2016-12-13	2012-09-15		48
S0014-2921(15)00106-3	2019-08-28	2015-08-07	2015-08-29	48
S0014-2999(09)01124-8	2011-03-16	2009-12-16		12
S0014-2999(10)01263-X	2012-03-31	2011-01-01		12
S0014-2999(10)01283-5	2012-04-02	2011-01-03		12
S0014-2999(11)00641-8	2012-08-29	2011-06-01		12
S0014-2999(11)01209-X	2013-01-09	2011-10-12		12
S0014-2999(13)00119-2	2014-05-28	2013-02-27		12
S0014-2999(13)00322-1	2014-08-07	2013-05-09		12
S0014-2999(13)00658-4	2014-12-12	2013-09-13		12
S0014-2999(13)00772-3	2015-01-21	2013-10-23		12
S0014-2999(13)00850-9	2015-02-11	2013-11-13		12
S0014-2999(15)30231-4	2016-09-07	2015-09-02	2015-09-08	12
S0014-2999(16)30150-9	2017-04-12	2016-03-22	2016-04-12	12
S0014-3057(15)00346-8	2017-07-07	2015-07-02	2015-07-08	24
S0014-3057(16)30022-2	2018-01-19	2016-01-11	2016-01-20	24
S0014-4827(12)00290-X	2013-09-16	2012-06-18		12
S0014-4827(14)00233-X	2015-09-07	2014-06-09		12
S0014-4827(15)00045-2	2016-05-17	2015-02-17		12
S0014-4827(15)00060-9	2016-05-24	2015-02-24		12
S0014-4835(10)00040-0	2011-05-05	2010-02-04		12
S0014-4835(10)00306-4	2011-12-21	2010-09-22		12
S0014-4835(11)00202-8	2012-09-21	2011-06-24		12
S0014-4835(11)00282-X	2013-01-02	2011-10-05		12
S0014-4835(12)00170-4	2013-09-06	2012-06-08		12
S0014-4835(12)00354-5	2014-03-31	2012-12-31		12
S0014-4835(14)00175-4	2015-09-22	2014-06-24		12
S0014-4835(15)00255-9	2016-08-31	2015-08-25	2015-09-01	12
S0014-4886(09)00230-1	2010-09-06	2009-06-08		12
S0014-4886(09)00263-5	2010-09-30	2009-07-02		12
S0014-4886(09)00335-5	2010-11-20	2009-08-22		12
S0014-4886(09)00508-1	2011-04-04	2010-01-04		12
S0014-4886(10)00117-2	2011-07-12	2010-04-13		12
S0014-4886(10)00207-4	2011-09-16	2010-06-18		12
S0014-4886(10)00325-0	2011-12-02	2010-09-03		12
S0014-4886(10)00456-5	2012-03-27	2010-12-28		12
S0014-4886(11)00097-5	2012-06-29	2011-04-01		12
S0014-4886(11)00313-X	2012-12-14	2011-09-16		12
S0014-4886(11)00332-3	2012-12-19	2011-09-21		12
S0014-4886(11)00451-1	2013-03-08	2011-12-09		12
S0014-4886(11)00452-3	2013-03-08	2011-12-09		12
S0014-4886(11)00453-5	2013-03-08	2011-12-09		12
S0014-4886(11)00461-4	2013-03-13	2011-12-14		12
S0014-4886(12)00005-2	2013-04-12	2012-01-13		12
S0014-4886(12)00059-3	2013-05-14	2012-02-14		12
S0014-4886(13)00044-7	2014-05-09	2013-02-08		12
S0014-4886(13)00127-1	2014-08-03	2013-05-05		12
S0014-4886(13)00158-1	2014-08-27	2013-05-29		12
S0014-4886(13)00201-X	2014-10-09	2013-07-11		12
S0014-4886(13)00243-4	2014-11-11	2013-08-13		12
S0014-4886(13)00256-2	2014-12-03	2013-09-04		12
S0014-4886(13)00319-1	2015-01-31	2013-11-02		12
S0014-4886(14)00298-2	2015-12-27	2014-09-28		12
S0014-4886(14)00338-0	2016-01-14	2014-10-16		12
S0014-4886(15)00029-1	2016-05-14	2015-02-14		12
S0014-4886(15)00058-8	2016-05-26	2015-02-26		12
S0014-4886(15)00169-7	2016-11-09	2015-05-27	2015-11-10	12
S0014-4886(15)30072-8	2016-08-24	2015-08-16	2015-08-25	12
S0014-4886(16)00013-3	2017-03-07	2016-01-21	2016-03-07	12
S0014-4886(16)30016-4	2017-02-03	2016-01-22	2016-02-04	12
S0014-4886(16)30077-2	2017-07-10	2016-04-11		12
S0014-4886(16)30087-5	2017-07-10	2016-04-11		12
S0014-4894(10)00155-4	2011-08-08	2010-05-10		12
S0014-4894(10)00280-8	2011-11-25	2010-08-27		12
S0014-4894(11)00265-7	2012-11-25	2011-08-28		12
S0014-5793(09)00965-X	2011-02-17	2009-11-19		12
S0014-5793(10)00874-4	2012-01-27	2010-10-29		12
S0014-5793(11)00384-X	2012-08-11	2011-05-14		12
S0014-5793(11)00528-X	2012-10-17	2011-07-20		12
S0014-5793(14)00368-8	2015-08-15	2014-05-17		12
S0014-5793(14)00514-6	2015-09-26	2014-06-28		12
S0015-0282(09)01093-0	2010-10-21	2009-07-23		12
S0015-0282(09)03711-X	2011-02-04	2009-11-06		12
S0015-0282(10)00806-X	2011-09-21	2010-06-23		12
S0015-0282(10)02614-2	2012-02-10	2010-11-12		12
S0015-0282(10)02682-8	2012-02-03	2010-11-05		12
S0015-0282(11)00368-2	2012-06-28	2011-03-31		12
S0015-0282(11)00836-3	2012-09-20	2011-06-23		12
S0015-0282(13)03006-9	2015-01-05	2013-10-07		12
S0015-0282(14)00032-6	2015-05-16	2014-02-15		12
S0015-0282(14)00070-3	2015-05-20	2014-02-19		12
S0015-0282(14)00194-0	2015-07-12	2014-04-13		12
S0016-0032(15)00204-5	2017-08-30	2015-05-23	2015-08-31	24
S0016-0032(15)00357-9	2017-11-28	2015-10-09	2015-11-29	24
S0016-2361(13)00564-4	2015-10-06	2013-07-08		24
S0016-2361(14)00505-5	2016-09-03	2014-06-06		24
S0016-2361(15)00722-X	2017-07-27	2015-07-18	2015-07-28	24
S0016-2361(15)00999-0	2017-10-21	2015-10-11	2015-10-22	24
S0016-2361(15)01327-7	2018-01-13	2016-01-05	2016-01-14	24
S0016-3287(09)00207-9	2012-02-22	2009-11-24		24
S0016-3287(11)00125-X	2013-08-22	2011-05-25		24
S0016-5085(10)01005-X	2011-09-29	2010-07-01		12
S0016-5085(10)01289-8	2011-11-25	2010-08-27		12
S0016-5085(10)01585-4	2012-01-26	2010-10-28		12
S0016-5085(11)00620-2	2012-08-14	2011-05-17		12
S0016-5085(11)01153-X	2012-11-15	2011-08-18		12
S0016-5085(11)01627-1	2013-03-05	2011-12-06		12
S0016-5085(12)00160-6	2013-05-08	2012-02-08		12
S0016-5085(12)00308-3	2013-05-25	2012-02-25		12
S0016-5085(12)00494-5	2013-08-13	2012-05-15		12
S0016-5085(12)01022-0	2013-10-23	2012-07-25		12
S0016-5085(12)01675-7	2014-02-13	2012-11-15		12
S0016-5085(13)00219-9	2014-07-23	2013-04-24		12
S0016-5085(13)01067-6	2014-10-25	2013-07-27		12
S0016-5085(13)01086-X	2014-10-23	2013-07-25		12
S0016-5085(13)01141-4	2014-11-02	2013-08-04		12
S0016-5085(13)01263-8	2014-11-20	2013-08-22		12
S0016-5085(13)01520-5	2015-02-19	2013-11-21		12
S0016-5085(13)01521-7	2015-02-19	2013-11-21		12
S0016-5085(14)00245-5	2015-05-26	2014-02-25		12
S0016-5085(14)01089-0	2015-12-15	2014-09-16		12
S0016-5085(14)01090-7	2015-12-15	2014-09-16		12
S0016-5085(14)01339-0	2016-05-22	2015-04-30	2015-05-23	12
S0016-5085(14)01342-0	2016-05-22	2015-04-30	2015-05-23	12
S0016-5085(14)01536-4	2016-03-17	2014-12-18		12
S0016-5085(15)00247-4	2016-10-25	2015-10-01	2015-10-26	12
S0016-5085(15)00632-0	2016-11-26	2015-10-27	2015-11-27	12
S0016-5085(15)01077-X	2017-01-21	2015-12-21	2016-01-22	12
S0016-5085(15)01175-0	2016-10-25	2015-08-20	2015-10-26	12
S0016-5085(15)01507-3	2017-01-21	2015-10-21	2016-01-22	12
S0016-5085(16)00230-4	2017-05-26	2016-02-26		12
S0016-5107(10)01371-4	2012-02-23	2010-11-25		12
S0016-5107(10)01871-7	2011-12-24	2010-09-25		12
S0016-5107(10)02235-2	2012-05-03	2011-02-03		12
S0016-5107(10)02290-X	2012-03-30	2010-12-31		12
S0016-5107(10)02335-7	2012-05-02	2011-02-02		12
S0016-5107(11)00005-8	2012-06-14	2011-03-17		12
S0016-5107(11)01692-0	2012-10-15	2011-07-18		12
S0016-5107(11)02101-8	2013-03-21	2011-12-22		12
S0016-5107(11)02171-7	2013-05-14	2012-02-14		12
S0016-5107(11)02208-5	2013-04-13	2012-01-14		12
S0016-5107(11)02209-7	2013-02-27	2011-11-30		12
S0016-5107(11)02295-4	2013-04-11	2012-01-12		12
S0016-5107(12)02159-1	2013-10-15	2012-07-17		12
S0016-5107(12)02218-3	2013-09-21	2012-06-23		12
S0016-5107(12)02326-7	2013-10-05	2012-07-07		12
S0016-5107(12)02660-0	2014-03-19	2012-12-19		12
S0016-5107(13)02192-5	2014-12-06	2013-09-07		12
S0016-5107(14)01414-X	2015-09-09	2014-06-11		12
S0016-5107(14)02202-0	2016-02-25	2014-11-27		12
S0016-5107(15)00013-9	2016-07-07	2015-04-09		12
S0016-5107(15)00057-7	2016-05-15	2015-05-16	2015-05-16	12
S0016-5107(15)02649-8	2016-10-29	2015-10-30	2015-10-30	12
S0016-5107(15)02745-5	2016-12-16	2015-12-17	2015-12-17	12
S0016-5107(15)02937-5	2017-02-16	2015-09-28	2016-02-17	12
S0016-5107(15)02946-6	2017-02-16	2015-10-01	2016-02-17	12
S0016-5107(15)03056-4	2017-03-12	2015-11-06	2016-03-12	12
S0016-5107(16)00160-7	2017-04-18	2016-04-18	2016-04-18	12
S0016-5107(16)00172-3	2017-05-22	2016-02-22		12
S0016-5107(16)01046-4	2017-06-12	2016-03-14		12
S0016-6480(10)00235-2	2011-09-29	2010-07-01		12
S0016-6480(11)00196-1	2012-08-07	2011-05-10		12
S0016-6480(11)00370-4	2012-12-29	2011-10-01		12
S0016-6480(11)00432-1	2013-02-28	2011-12-01		12
S0016-6480(11)00463-1	2013-03-18	2011-12-19		12
S0016-6480(13)00073-7	2014-05-30	2013-03-01		12
S0016-6480(13)00275-X	2014-09-20	2013-06-22		12
S0016-6480(13)00478-4	2015-03-17	2013-12-17		12
S0016-6480(14)00103-8	2015-06-28	2014-03-30		12
S0016-6480(15)00243-9	2016-12-08	2015-09-02	2015-12-09	12
S0016-6480(15)00246-4	2016-12-08	2015-09-03	2015-12-09	12
S0016-6480(15)30041-1	2016-12-18	2015-12-09	2015-12-19	12
S0016-6480(16)30098-3	2017-07-22	2016-04-23		12
S0016-6995(14)00045-X	2015-10-07	2014-07-09		12
S0016-7037(10)00322-4	2012-09-06	2010-06-09		24
S0016-7037(10)00357-1	2012-09-22	2010-06-25		24
S0016-7037(10)00396-0	2012-10-12	2010-07-15		24
S0016-7037(10)00630-7	2013-02-10	2010-11-13		24
S0016-7037(11)00349-8	2013-09-17	2011-06-20		24
S0016-7037(11)00691-0	2014-02-15	2011-11-18		24
S0016-7037(12)00502-9	2014-12-10	2012-09-11		24
S0016-7037(12)00554-6	2015-01-02	2012-10-04		24
S0016-7037(12)00643-6	2015-02-12	2012-11-14		24
S0016-7037(13)00619-4	2016-02-12	2013-11-14		24
S0016-7037(14)00445-1	2016-10-09	2014-07-12		24
S0016-7037(15)00446-9	2017-08-12	2015-07-15	2015-08-13	24
S0016-7037(15)00502-5	2017-09-20	2015-08-31	2015-09-21	24
S0016-7061(10)00078-9	2012-06-28	2010-03-31		24
S0016-7061(10)00373-3	2013-04-07	2011-01-08		24
S0016-7061(10)00399-X	2013-05-05	2011-02-05		24
S0016-7061(11)00109-1	2013-08-11	2011-05-14		24
S0016-7061(11)00117-0	2013-08-30	2011-06-02		24
S0016-7061(11)00216-3	2013-11-16	2011-08-19		24
S0016-7061(11)00291-6	2014-01-30	2011-11-02		24
S0016-7061(12)00004-3	2014-05-04	2012-02-04		24
S0016-7061(12)00244-3	2014-11-16	2012-08-18		24
S0016-7061(12)00255-8	2014-11-16	2012-08-18		24
S0016-7061(12)00338-2	2015-02-15	2012-11-17		24
S0016-7061(14)00021-4	2016-05-07	2014-02-07		24
S0016-7061(14)00128-1	2016-07-03	2014-04-05		24
S0016-7061(14)00220-1	2016-08-26	2014-05-29		24
S0016-7061(14)00386-3	2017-02-06	2014-11-09		24
S0016-7061(15)00037-3	2017-06-16	2015-02-10	2015-06-17	24
S0016-7061(15)00105-6	2017-07-07	2015-04-09		24
S0016-7061(16)30008-8	2018-02-04	2016-02-05	2016-02-05	24
S0016-7185(11)00177-1	2015-01-08	2011-10-11		36
S0016-7185(13)00009-2	2016-05-12	2013-02-12		36
S0016-7185(13)00134-6	2016-10-09	2013-07-12		36
S0016-7185(13)00185-1	2016-12-27	2013-09-29		36
S0016-7185(14)00252-8	2018-03-17	2014-12-18		36
S0016-7185(15)00222-5	2018-08-30	2015-08-31	2015-08-31	36
S0016-7185(15)00232-8	2018-09-20	2015-09-21	2015-09-21	36
S0016-7878(13)00083-7	2016-02-04	2013-11-06		24
S0017-9310(10)00105-5	2012-06-21	2010-03-24		24
S0017-9310(10)00126-2	2012-07-07	2010-04-09		24
S0017-9310(11)00186-4	2013-07-10	2011-04-12		24
S0017-9310(11)00194-3	2013-08-01	2011-05-04		24
S0017-9310(11)00248-1	2013-08-14	2011-05-17		24
S0017-9310(11)00339-5	2013-10-16	2011-07-19		24
S0017-9310(12)00085-3	2014-06-19	2012-03-21		24
S0017-9310(12)00385-7	2014-09-20	2012-06-22		24
S0017-9310(13)00260-3	2015-07-22	2013-04-23		24
S0017-9310(13)00698-4	2015-12-23	2013-09-24		24
S0017-9310(13)00700-X	2015-12-06	2013-09-07		24
S0017-9310(13)01046-6	2016-04-10	2014-01-11		24
S0017-9310(14)00267-1	2016-07-22	2014-04-24		24
S0017-9310(14)00490-6	2016-10-22	2014-07-25		24
S0017-9310(14)00525-0	2016-11-10	2014-08-13		24
