unit	doi	authors	pub_year	title	journal	volume	issue	pages	original_line
FRED	10.1016/j.econlet.2017.07.013	"""Al Abri, I., Bi, X., Mullally, C. and Hodges, A."""	2017	Under what conditions does it pay to be sustainable? Sources of heterogeneity in corporate sustainability impacts	Economics Letters	159		15-17	"""Al Abri, I., Bi, X., Mullally, C. and Hodges, A.""|2017|Under what conditions does it pay to be sustainable? Sources of heterogeneity in corporate sustainability impacts|Economics Letters|159||15-17|Journal Article||10.1016/j.econlet.2017.07.013|FRED|"
AniSci	10.1093/jhered/esx025	"""Al Abri, M. A., Knig Von Borstel, U., Strecker, V. and Brooks, S. A."""	2017	Application of Genomic Estimation Methods of Inbreeding and Population Structure in an Arabian Horse Herd	J Hered	108	4	361-368	"""Al Abri, M. A., Knig Von Borstel, U., Strecker, V. and Brooks, S. A.""|2017|Application of Genomic Estimation Methods of Inbreeding and Population Structure in an Arabian Horse Herd|J Hered|108|4|361-368|Journal Article||10.1093/jhered/esx025|AniSci|"
AniSci		"""Al Abri, M. A., Posbergh, C., Palermo, K., Sutter, N. B., Eberth, J., Hoffman, G. E. and Brooks, S. A."""	2017	Genome-wide Scans Reveal QTLs for Withers Height in Horses near the ANKRD1 Gene	Journal of Equine Veterinary Science				"""Al Abri, M. A., Posbergh, C., Palermo, K., Sutter, N. B., Eberth, J., Hoffman, G. E. and Brooks, S. A.""|2017|Genome-wide Scans Reveal QTLs for Withers Height in Horses near the ANKRD1 Gene|Journal of Equine Veterinary Science||||Journal Article|||AniSci|"
EntNem	10.1080/00218839.2017.1284476	"""Al Toufailia, H., Alves, D. A., Bena, D. D., Bento, J. M. S., Iwanicki, N. S. A., Cline, A. R., Ellis, J. D. and Ratnieks, F. L. W."""	2017	"""First record of small hive beetle, Aethina tumida Murray, in South America"""	Journal of Apicultural Research	56	1	76-80	"""Al Toufailia, H., Alves, D. A., Bena, D. D., Bento, J. M. S., Iwanicki, N. S. A., Cline, A. R., Ellis, J. D. and Ratnieks, F. L. W.""|2017|""First record of small hive beetle, Aethina tumida Murray, in South America""|Journal of Apicultural Research|56|1|76-80|Journal Article||10.1080/00218839.2017.1284476|EntNem|"
Citrus_REC	10.17660/ActaHortic.2017.1150.51	"""Alam-Eldein, S. A., G.; Etxeberria, E.; Burns, J.; Rouseff, R.; Tubeileh, A."""	2017	Characterization of 'Valencia' orange peel maturation: effect of water stress and growth regulators				355-362	"""Alam-Eldein, S. A., G.; Etxeberria, E.; Burns, J.; Rouseff, R.; Tubeileh, A.""|2017|Characterization of 'Valencia' orange peel maturation: effect of water stress and growth regulators||||355-362|Conference Proceedings|Ineligible: not an article|10.17660/ActaHortic.2017.1150.51|Citrus_REC|"
AniSci		"""Alava, E., Delucia, A., Welchons, C., Hersom, M. and Yelich, J."""	2017	"""Effect of adding rumen-degradable protein to a dried distillers grain supplement on growth, body composition, blood metabolites, and puberty in yearling Angus and Brangus heifers"""	The Professional Animal Scientist	33	2	212-221	"""Alava, E., Delucia, A., Welchons, C., Hersom, M. and Yelich, J.""|2017|""Effect of adding rumen-degradable protein to a dried distillers grain supplement on growth, body composition, blood metabolites, and puberty in yearling Angus and Brangus heifers""|The Professional Animal Scientist|33|2|212-221|Journal Article|Ineligible: Not peer-reviewed in Ulrichs or other source||AniSci|"
Agron	10.1002/ece3.2729	"""Alba, C. N., J. E.; Fahey, C.; Angelini, C.; Flory, S. L."""	2017	Methods to test the interactive effects of drought and plant invasion on ecosystem structure and function using complementary common garden and field experiments	Ecology and Evolution	7	5	1442-1452	"""Alba, C. N., J. E.; Fahey, C.; Angelini, C.; Flory, S. L.""|2017|Methods to test the interactive effects of drought and plant invasion on ecosystem structure and function using complementary common garden and field experiments|Ecology and Evolution|7|5|1442-1452|Journal Article||10.1002/ece3.2729|Agron|"
EnvHort	10.21273/hortsci11439-17	"""Albano, J. A., Altland, J., Merhaut, D. J., Wilson, S. B. and Wilson, P. C."""	2017	"""Irrigation water acidification to neutralize alkalinity for nursery crop production: Substrate pH, electrical conductivity, and nutrient concentrations; and plant nutrition and growth."""	HortScience	52		1401-1405	"""Albano, J. A., Altland, J., Merhaut, D. J., Wilson, S. B. and Wilson, P. C.""|2017|""Irrigation water acidification to neutralize alkalinity for nursery crop production: Substrate pH, electrical conductivity, and nutrient concentrations; and plant nutrition and growth.""|HortScience|52||1401-1405|Journal Article||10.21273/hortsci11439-17|EnvHort|"
SoilWater	10.21273/hortsci11439-17	"""Albano, J. P., Altland, J., Merhaut, D. J., Wilson, S. B. and Wilson, P. C."""	2017	"""Irrigation Water Acidification to Neutralize Alkalinity for Nursery Crop Production: Substrate pH, Electrical Conductivity, Nutrient Concentrations, and Plant Nutrition and Growth"""	HortScience	52	10	1401-1405	"""Albano, J. P., Altland, J., Merhaut, D. J., Wilson, S. B. and Wilson, P. C.""|2017|""Irrigation Water Acidification to Neutralize Alkalinity for Nursery Crop Production: Substrate pH, Electrical Conductivity, Nutrient Concentrations, and Plant Nutrition and Growth""|HortScience|52|10|1401-1405|Journal Article||10.21273/hortsci11439-17|SoilWater|"
AgEd	10.5191/jiaee.2017.24208	"""Albert, B. R., ; T. G.; & Harder, A."""	2017	Career development influences of employees working in Haitis agricultural and advisory services	Journal of International Agricultural and Extension Education	24	2	107-121	"""Albert, B. R., ; T. G.; & Harder, A.""|2017|Career development influences of employees working in Haitis agricultural and advisory services|Journal of International Agricultural and Extension Education|24|2|107-121|Journal Article|Manually entered AM 1/25/18|10.5191/jiaee.2017.24208|AgEd|"
AgEd	10.5191/jiaee.2017.24302	"""Albert, B. R., ; T. G.; & Harder, A."""	2017	Barriers faced by small scale farmers in the North Department of Haiti	Journal of International Agricultural and Extension Education	24	3	8-19	"""Albert, B. R., ; T. G.; & Harder, A.""|2017|Barriers faced by small scale farmers in the North Department of Haiti|Journal of International Agricultural and Extension Education|24|3|8-19|Journal Article|Manually entered AM 1/25/2018|10.5191/jiaee.2017.24302|AgEd|"
AgEd	10.5191/jiaee.2017.24206	"""Albert, B. R., ; T. G.; & Harder, A."""	2017	Faculty perception of students' extension competency needs within Haiti's agricultural universities	Journal of International Agricultural and Extension Education	24	3	67-79	"""Albert, B. R., ; T. G.; & Harder, A.""|2017|Faculty perception of students' extension competency needs within Haiti's agricultural universities|Journal of International Agricultural and Extension Education|24|3|67-79|Journal Article|Manually entered AM 1/25/18|10.5191/jiaee.2017.24206|AgEd|"
SW_REC	10.21273/hortsci12320-17	"""Albrecht, U., Bordas, M., Lamb, B., Meyering, B. and Bowman, K. D."""	2017	Influence of Propagation Method on Root Architecture and Other Traits of Young Citrus Rootstock Plants	HortScience	52	11	1569-1576	"""Albrecht, U., Bordas, M., Lamb, B., Meyering, B. and Bowman, K. D.""|2017|Influence of Propagation Method on Root Architecture and Other Traits of Young Citrus Rootstock Plants|HortScience|52|11|1569-1576|Journal Article||10.21273/hortsci12320-17|SW_REC|"
PlantPath		"""Alcal-Briseo, R. I., Co?kan, S., Londoo, M. A. and Polston, J. E."""	2017	Genome sequence of Southern tomato virus in asymptomatic tomato Sweet Hearts	Genome Announcements	5	7	e01374-16	"""Alcal-Briseo, R. I., Co?kan, S., Londoo, M. A. and Polston, J. E.""|2017|Genome sequence of Southern tomato virus in asymptomatic tomato Sweet Hearts|Genome Announcements|5|7|e01374-16|Journal Article|||PlantPath|"
EntNem		"""Aldridge, R., Kaufman, P., Bloomquist, J., Gezan, S. and Linthicum, K."""	2017	Permethrin and malathion LD90 values for Culex quinquefasciatus vary with topical application site	Medical and Veterinary Entomology	31	3	306-311	"""Aldridge, R., Kaufman, P., Bloomquist, J., Gezan, S. and Linthicum, K.""|2017|Permethrin and malathion LD90 values for Culex quinquefasciatus vary with topical application site|Medical and Veterinary Entomology|31|3|306-311|Journal Article|||EntNem|"
EntNem	10.2987/16-6584.1	"""Aldridge, R. L. and Kaufman, P. E., Bloomquist, J.R., Gezan, S.A., and Linthicum, K.J."""	2016 Dec	Comparative topical application site efficacy of permethrin and malathion on Culex quinquefasciatus.	J. Amer. Mosq. Contr. Assn.	32	4	300-307	"""Aldridge, R. L. and Kaufman, P. E., Bloomquist, J.R., Gezan, S.A., and Linthicum, K.J.""|2016 Dec|Comparative topical application site efficacy of permethrin and malathion on Culex quinquefasciatus.|J. Amer. Mosq. Contr. Assn.|32|4|300-307|Journal Article||10.2987/16-6584.1|EntNem|"
EntNem		"""Aldridge, R. L., Kaufman, P. E., Bloomquist, J. R., Gezan, S. A. and Linthicum, K. J."""	2017	Application Site and Mosquito Age Influences Malathion-and Permethrin-Induced Mortality in Culex quinquefasciatus (Diptera: Culicidae)	Journal of Medical Entomology	54	6	1692-1698	"""Aldridge, R. L., Kaufman, P. E., Bloomquist, J. R., Gezan, S. A. and Linthicum, K. J.""|2017|Application Site and Mosquito Age Influences Malathion-and Permethrin-Induced Mortality in Culex quinquefasciatus (Diptera: Culicidae)|Journal of Medical Entomology|54|6|1692-1698|Journal Article|||EntNem|"
SFRC	10.1111/mve.12236	"""Aldridge, R. L., Kaufman, P. E., Bloomquist, J. R., Gezan, S. A. and Linthicum, K. J."""	2017	Permethrin and malathion LD90 values for Culex quinquefasciatus vary with topical application site	Medical and Veterinary Entomology	31	3	306-311	"""Aldridge, R. L., Kaufman, P. E., Bloomquist, J. R., Gezan, S. A. and Linthicum, K. J.""|2017|Permethrin and malathion LD90 values for Culex quinquefasciatus vary with topical application site|Medical and Veterinary Entomology|31|3|306-311|Journal Article||10.1111/mve.12236|SFRC|"
SFRC	10.1093/jme/tjx160	"""Aldridge, R. L., Kaufman, P. E., Bloomquist, J. R., Gezan, S. A. and Linthicum, K. J."""	2017	Application site and mosquito age influences malathion- and permethrin-induced mortality in Culex quinquefasciatus (Diptera: Culicidae)	Journal of Medical Entomology	54	6	1692-1698	"""Aldridge, R. L., Kaufman, P. E., Bloomquist, J. R., Gezan, S. A. and Linthicum, K. J.""|2017|Application site and mosquito age influences malathion- and permethrin-induced mortality in Culex quinquefasciatus (Diptera: Culicidae)|Journal of Medical Entomology|54|6|1692-1698|Journal Article||10.1093/jme/tjx160|SFRC|"
FoodSci	10.1515/ijfe-2017-0228	"""Alhendi, A., Yang, W., Goodrich-Schneider, R. and Sarnoski, P."""	2017	Inactivation of Lipoxygenase in Soymilk by Pulsed Light	International Journal of Food Engineering	13	12		"""Alhendi, A., Yang, W., Goodrich-Schneider, R. and Sarnoski, P.""|2017|Inactivation of Lipoxygenase in Soymilk by Pulsed Light|International Journal of Food Engineering|13|12||Journal Article||10.1515/ijfe-2017-0228|FoodSci|"
FoodSci		"""Alhendi, A., Yang, W., Goodrich?Schneider, R. and Sarnoski, P. J."""	2017	Total inactivation of lipoxygenase in whole soya bean by pulsed light and the effect of pulsed light on the chemical properties of soya milk produced from the treated soya beans	International Journal of Food Science & Technology				"""Alhendi, A., Yang, W., Goodrich?Schneider, R. and Sarnoski, P. J.""|2017|Total inactivation of lipoxygenase in whole soya bean by pulsed light and the effect of pulsed light on the chemical properties of soya milk produced from the treated soya beans|International Journal of Food Science & Technology||||Journal Article|||FoodSci|"
AgEd		"""Ali, A. and & Warner, L. A."""	2017	Characteristics of home irrigation users: Implications for encouraging landscape water conservation in the United States	Journal of Extension	55	5		"""Ali, A. and & Warner, L. A.""|2017|Characteristics of home irrigation users: Implications for encouraging landscape water conservation in the United States|Journal of Extension|55|5||Journal Article|||AgEd|"
MidFL_REC	10.1080/07388551	"""Ali, M., Abbasi, B. H., Ahmad, N., Khan, H. and Ali, G. S."""	2017	Strategies to enhance biologically active-secondary metabolites in cell cultures of Artemisia - current trends.	Critical Reviews in Biotechnology	37	7	833-851	"""Ali, M., Abbasi, B. H., Ahmad, N., Khan, H. and Ali, G. S.""|2017|Strategies to enhance biologically active-secondary metabolites in cell cultures of Artemisia - current trends.|Critical Reviews in Biotechnology|37|7|833-851|Journal Article||10.1080/07388551|MidFL_REC|"
FtLauder_REC	10.1080/15230406.2016.1211489	"""Alivand, M. and Hochmair, H."""	2017	Spatiotemporal analysis of photo contribution patterns to Panoramio and Flickr	Cartography and Geographic Information Science	44	2	170-184	"""Alivand, M. and Hochmair, H.""|2017|Spatiotemporal analysis of photo contribution patterns to Panoramio and Flickr|Cartography and Geographic Information Science|44|2|170-184|Journal Article||10.1080/15230406.2016.1211489|FtLauder_REC|"
EntNem	10.1098/rspb.2017.1269	"""Allen, P. E. and Miller, C. W."""	2017	Novel host leads to the loss of dimorphism in a sexually-selected male weapon	Proceedings of the Royal Society of London (B)	284	1860		"""Allen, P. E. and Miller, C. W.""|2017|Novel host leads to the loss of dimorphism in a sexually-selected male weapon|Proceedings of the Royal Society of London (B)|284|1860||Journal Article|""Per journal/publication, title of article changed; the word """"loss"""" replaced the word """"elimination"""" in the submitted citation. mea 1/29/2018""|10.1098/rspb.2017.1269|EntNem|"
PlantPath		"""Allen, T., Bradley, C., Sisson, A., Byamukama, E., Chilvers, M., Coker, C., Collins, A., Damicone, J., Dorrance, A., Dufault, N., Esker, P., Faske, T., Giesler, L., Grybauskas, A., Hershman, D., Hollier, C., Isakeit, T., Jardine, D., Kelley, H., Kemerait, R., Kleczewski, N., Koenning, S., Krule, J., Malvick, D., Markell, S., Mehl, H., Mueller, D., Mueller, J., Mulrooney, R., Nelson, B., Newman, M., Osborne, L., Overstreet, C., Padgett, G., Phipps, P., Price, P., Sikora, E., Smith, D., Spurlock, T., Tande, C., Tenuta, A., Wise, K. and Wrather, J."""	2017	"""Soybean yield loss estimates due to diseases in the United States and Ontario, Canada, from 2010 to 2014"""	Plant Health Prog	18		19-27	"""Allen, T., Bradley, C., Sisson, A., Byamukama, E., Chilvers, M., Coker, C., Collins, A., Damicone, J., Dorrance, A., Dufault, N., Esker, P., Faske, T., Giesler, L., Grybauskas, A., Hershman, D., Hollier, C., Isakeit, T., Jardine, D., Kelley, H., Kemerait, R., Kleczewski, N., Koenning, S., Krule, J., Malvick, D., Markell, S., Mehl, H., Mueller, D., Mueller, J., Mulrooney, R., Nelson, B., Newman, M., Osborne, L., Overstreet, C., Padgett, G., Phipps, P., Price, P., Sikora, E., Smith, D., Spurlock, T., Tande, C., Tenuta, A., Wise, K. and Wrather, J.""|2017|""Soybean yield loss estimates due to diseases in the United States and Ontario, Canada, from 2010 to 2014""|Plant Health Prog|18||19-27|Journal Article|||PlantPath|"
SFRC	10.1111/jfb.13518	"""Allman, R. J., Patterson Iii, W. F., Fioramonti, C. L. and Pacicco, A. E."""	2017	Factors affecting estimates of size at age and growth in gray triggerfish (Balistes capriscus) in the northern Gulf of Mexico.	Journal of Fish Biology				"""Allman, R. J., Patterson Iii, W. F., Fioramonti, C. L. and Pacicco, A. E.""|2017|Factors affecting estimates of size at age and growth in gray triggerfish (Balistes capriscus) in the northern Gulf of Mexico.|Journal of Fish Biology||||Journal Article||10.1111/jfb.13518|SFRC|"
AniSci	10.2527/jas2017.1593	"""Allwardt, K., Ahlberg, C., Broocks, A., Bruno, K., Taylor, A., Place, S., Richards, C., Krehbiel, C., Calvo-Lorenzo, M., Desilva, U., Vanoverbeke, D., Mateescu, R., Goad, C. and Rolf, M. M."""	2017	Technical note: Validation of an automated system for monitoring and restricting water intake in group-housed beef steers	J Anim Sci	95	9	4213-4219	"""Allwardt, K., Ahlberg, C., Broocks, A., Bruno, K., Taylor, A., Place, S., Richards, C., Krehbiel, C., Calvo-Lorenzo, M., Desilva, U., Vanoverbeke, D., Mateescu, R., Goad, C. and Rolf, M. M.""|2017|Technical note: Validation of an automated system for monitoring and restricting water intake in group-housed beef steers|J Anim Sci|95|9|4213-4219|Journal Article||10.2527/jas2017.1593|AniSci|"
FLMedEnt	10.1093/jme/tjx182	"""Alto, B. W., Wiggins, K., Eastmond, B., Ortiz, S., Zirbel, K. and Lounibos, L. P."""	2017	Diurnal Temperature Range and Chikungunya Virus Infection in Invasive Mosquito Vectors	Journal of Medical Entomology	55	1	217-224	"""Alto, B. W., Wiggins, K., Eastmond, B., Ortiz, S., Zirbel, K. and Lounibos, L. P.""|2017|Diurnal Temperature Range and Chikungunya Virus Infection in Invasive Mosquito Vectors|Journal of Medical Entomology|55|1|217-224|Journal Article||10.1093/jme/tjx182|FLMedEnt|"
FLMedEnt	10.1371/journal.pntd.0005724	"""Alto, B. W., Wiggins, K., Eastmond, B., Velez, D., Lounibos, L. P. and Lord, C. C."""	2017	Transmission risk of two chikungunya lineages by invasive mosquito vectors from Florida and the Dominican Republic	PLOS Neglected Tropical Diseases	11	7	e0005724	"""Alto, B. W., Wiggins, K., Eastmond, B., Velez, D., Lounibos, L. P. and Lord, C. C.""|2017|Transmission risk of two chikungunya lineages by invasive mosquito vectors from Florida and the Dominican Republic|PLOS Neglected Tropical Diseases|11|7|e0005724|Journal Article||10.1371/journal.pntd.0005724|FLMedEnt|"
Everglades_REC		"""Alvarez-Campos, O., Lang, T. A., Bhadha, J. H., Mccray, J. M., Glaz, B. and Daroub, S. H."""	2018	Biochar and mill ash improve yields of sugarcane on a sand soil in Florida	"""Agriculture, Ecosystems & Environment"""	253		122-130	"""Alvarez-Campos, O., Lang, T. A., Bhadha, J. H., Mccray, J. M., Glaz, B. and Daroub, S. H.""|2018|Biochar and mill ash improve yields of sugarcane on a sand soil in Florida|""Agriculture, Ecosystems & Environment""|253||122-130|Journal Article|||Everglades_REC|"
NoFL_REC	10.5902/1980509827686	"""Alves, A. R., Ferreira, R. L. C., Da Silva, J. a. A., Dubeux, J. C. B., Osajima, J. A. and De Holanda, A. C."""	2017	CONTENT OF NUTRIENTS IN THE BIOMASS AND NUTRITIONAL EFFICIENCY IN SPECIES OF 'CAATINGA' BIOME	Ciencia Florestal	27	2	377-390	"""Alves, A. R., Ferreira, R. L. C., Da Silva, J. a. A., Dubeux, J. C. B., Osajima, J. A. and De Holanda, A. C.""|2017|CONTENT OF NUTRIENTS IN THE BIOMASS AND NUTRITIONAL EFFICIENCY IN SPECIES OF 'CAATINGA' BIOME|Ciencia Florestal|27|2|377-390|Journal Article||10.5902/1980509827686|NoFL_REC|"
