IFAS_Unit	Authors	Year	Title	Journal Name	Vol	Issue	Pages	Doi
ABE	"Bai, J. S., H. M.; Yin, X. J.; Yin, X. Q.; Wang, S. S.; Creamer, A. E.; Xu, L. J.; Qin, Z.; He, F.; Gao, B."	2016	"Oxygen-content-controllable graphene oxide from electron-beam-irradiated graphite: Synthesis, characterization, and removal of aqueous lead [Pb(II)]"	Acs Applied Materials & Interfaces	8	38	25289-25296	10.1021/acsami.6b08059
EntNem	"Baidoo, R., Joseph, S., Mengistu, T.M., Brito, J.A., Mcsorley, R., Stamps, R.H., and Crow, W.T."	2016	Mitochondrial haplotype-based identification of root-knot nematodes (Meloidogyne spp.) on cut foliage crops in Florida.	Journal of Nematology	48		193-202.	
MidFL_REC	"Baidoo, R. B., J.A.; Crow, W.T.; Joseph, S.; Mcsorley, R.; Mengistu, T.M.; Stamps, R.H."	2016	Mitochondrial haplotype-based identification of root-knot nematodes (Meloidogyne spp.) on cut foliage crops in Florida	Journal of Nematology	48	3	193-202	
WILDECO	"Baiser, B., Elhesha, R., & Kahveci, T."	2016	Motifs in the assembly of food web networks.	Oikos	125	4	480-491	
FoodSci	"Baker, G."	2016	Food Safety Impacts from Post-Harvest Processing Procedures of Molluscan Shellfish	Foods	5	2		10.3390/foods5020029
ABE	"Balderacchi, M. P., A.; Lazzari, G.; Muñoz-Carpena, R.; Acutis, M.; Laini, A.; Giussani, A.; Sanna, M.; Kane, D.; Trevisan, M."	2016	Avoiding social traps in the ecosystem stewardship: The Italian Fontanile lowland spring	Sci Total Environ	539		526-35	10.1016/j.scitotenv.2015.09.029
ABE	"Balderacchi, M. P., Alessia; Lazzari, Giovanni; Carpena, Raphael Muñoz; Acutis, Marco; Laini, Alex; Giussani, Andrea; Sanna, Mattia; Kane, David; Trevisan, Marco"	2016	Avoiding social traps in the ecosystem stewardship: The Italian Fontanile lowland spring	Science of The Total Environment	539		526-535	
WILDECO	"Baldridge E., D. J. H., X. Xiao, and E.P. White."	2016	An extensive comparison of species-abundance distribution models.	PeerJ	4:e2823   https://doi.org/10.7717/peerj.2823			4:e2823   https://doi.org/10.7717/peerj.2823
FYCS	"Ball, C. H., K. T.; Cotten, S. R.; Rikard, R. V.; Coleman, L. O."	2016	Invaluable values: an expectancy-value theory analysis of youths' academic motivations and intentions	Information Communication & Society	19	5	618-638	10.1080/1369118x.2016.1139616
FRED	"Bampasidou, M., Grogan, K., Clark, J. and Sandberg, M."	2016	Career skills: perceptions of importance and high impact learning activities for skill development in agricultural economics and agribusiness programs	NACTA Journal	60	1a	36-42	
SoilWater	"Banik, C. H., W. G.; Ogram, A. V.; Nair, V. D."	2016	"Carbon, iron, and aluminum responses to controlled water table fluctuations in sandy soil material"	Journal of Soils and Sediments	16	10	2449-2457	10.1007/s11368-016-1444-z
EntNem	"Baniszewski, J., ; Cuda, J.P., Gezan,, S.A., Sharma, S., and Weeks, E.N.I."	2016	Stem fragment regrowth of Hydrilla verticillata following desiccation.	Journal of Aquatic Plant Management	54:00:00		53-60.	
SFRC	"Baniszewski, J. C., J. P.; Gezan, S. A.; Sharma, S.; Weeks, E. N. I."	2016	Stem fragment regrowth of Hydrilla verticillata following desiccation	Journal of Aquatic Plant Management	54		53-60	
WILDECO	"Bankovich, B., Boughton, E, Boughton, R, Avery, Ml and Wisely, Sm"	2016	Plant community shifts caused by feral swine rooting devalue Florida rangeland	Agriculture Ecosystems & Environment	220		45-54	10.1016/j.agee.2015.12.027
Range_REC	"Bankovich, B., Boughton, E., Boughton, R., Avery, M. L. and Wisely, S. M."	2016	Plant community shifts caused by feral swine rooting devalue Florida rangeland	Agriculture Ecosystems & Environment	220		45-54	10.1016/j.agee.2015.12.027
Gulf_REC	"Barak, J. D. V., Taca; Lefeuvre, Pierre; Jones, Jeffrey B; Timilsina, Sujan; Minsavage, Gerald V; Vallad, Gary E; Koebnik, Ralf"	2016	Whole-Genome Sequences of Xanthomonas euvesicatoria Strains Clarify Taxonomy and Reveal a Stepwise Erosion of Type 3 Effectors	Frontiers in Plant Science	7			
FLMedEnt	"Bargielowski, I. E. and Lounibos, L. P."	2016	Satyrization and satyrization-resistance in competitive displacements of invasive mosquito species	Insect Science	23	2	162-174	10.1111/1744-7917.12291
FYCS	"Barnett, R. V. H., Joshua; Culen, Gerald R; Jordan, Joy; Gibson, Heather"	2016	Adolescent Perceptions of Animation Violence as an Indication of Aggressive Attitudes and Behaviors	Journal of Youth Development	9	1	113-128	
FYCS	"Barnett, R. V. N., Jeffrey C; Payne-Purvis, Caroline; Culen, Gerald R"	2016	"At-Risk Youth in After-School Programs: How Does Their Use of Media for Learning About Community Issues Relate to Their Perceptions of Community Connectedness, Community Involvement, and Community Support?"	Journal of Youth Development	9	1	157-169	
	"Barrett, C. B. P., Cheryl"	2016	Meeting the global food security challenge: Obstacles and opportunities ahead	"Global Food Security, "				ABE
SFRC	"Bartels, W."	2016	Who Counts Resilience and Whose Resilience Counts? Reflections on Applying the Resilience Alliance Workbook along a Contested Amazonian Frontier	Sustentabilidade em Debate	7	2		
EnvHort	"Bartoshuk, L. M., Colquhoun, T. A., Dotson, S., Hudson, S. D., Odabasi, A. Z., Puentes, L., Sims, C. A., Snyder, D. J. and Stamps, J. J."	2016	Sweet Modifications by Miracle Fruit and Gymnema sylvestre Affect Flavor	Chemical Senses	41	7	E84-E84	
	"Bartz, J. a. H., Donald; Stahl, Sonya L.; Lee, James H.; Spiceland, D.; Elkahky, Maged T."	2016	Susceptibility of lenticels within the stem depression of tomato fruit to bacterial soft rot	"Plant Disease, "	ja			HortSci
PlantPath	"Bartz, J. a. H., Donald; Stahl, Sonya L; Lee, James H; Spiceland, D; Elkahky, Maged T"	2016	Susceptibility of lenticels within the stem depression of tomato fruit to bacterial soft rot	Plant Disease	100	9	1906-1909	http://dx.doi.org/10.1094/PDIS-02-16-0173-RE
	"Basset, G. L., Scott; Fatihi, Abdelhak; Soubeyrand, Eric; Block, Anna"	2016	"Phylloquinone (Vitamin K1): Occurrence, Biosynthesis and Functions"	"Mini reviews in medicinal chemistry, "				HortSci
SFRC	"Bateman, C. S., M.; Skelton, J.; Smith, K. E.; Hulcr, J."	2016	"Fungal Associates of the Xylosandrus compactus (Coleoptera: Curculionidae, Scolytinae) Are Spatially Segregated on the Insect Body"	Environmental Entomology	45	4	883-890	10.1093/ee/nvw070
ABE	"Battisti, R. S., Paulo C; Boote, Kenneth J; Câmara, Gil M De S; Farias, José Rb; Basso, Claudir J"	2017	Assessment of soybean yield with altered water-related genetic improvement traits under climate change in Southern Brazil	European Journal of Agronomy	83		14-Jan	
Agron	"Battisti, R. S., Paulo C; Boote, Kenneth J; Câmara, Gil M De S; Farias, José Rb; Basso, Claudir J"	2017	Assessment of soybean yield with altered water-related genetic improvement traits under climate change in Southern Brazil	European Journal of Agronomy	83		14-Jan	http://dx.doi.org/10.1016/j.eja.2016.11.004
Agron	"Bayne, J. E. W., P. H.; Passler, T.; White, B. J.; Theurer, M. E.; Van Santen, E."	2016	Use of three-dimensional accelerometers to evaluate behavioral changes in cattle experimentally infected with bovine viral diarrhea virus	American Journal of Veterinary Research	77	6	589-596	10.2460/ajvr.77.6.589
ABE	"Bean, E. Z. D., M. D."	2016	Evaluation of Infiltration Basin Performance on Coarse Soils	Journal of Hydrologic Engineering	21	1		10.1061/(asce)he.1943-5584.0001258
HortSci	"Beaudoin, G. a. H., Andrew D"	2016	A Guardian Angel Phosphatase for Mainline Carbon Metabolism	Trends in Biochemical Sciences	41	11	893-894	
MidFL_REC	"Beeson Jr., R. C."	2016	Evapotranspiration and above ground biomass of Acer Rubrum from liners to 8 m tall trees	American Journal of Plant Sciences	7		2440-2456	
MidFL_REC	"Beeson Jr., R. C. K., R.; Montague, T.; Pittenger, D."	2016	Simplified Landscape Irrigation Demand Estimation: SLIDE Rules	Applied Engineering in Agriculture	32		363-378	
MidFL_REC	"Beeson, R. C. F., A.; Lebude, A.V.; Owens, J.S.; White, S.A."	2016	The next ten years; Strategic vision of water resources for nursery and greenhouse producers	Horttechnology	26		121-132	
	"Bekker, M. F. D., R.J.; Kjelgren, R.; Sun, Y.; Wang, S.Y."	2016	"Statistical treatment for the wet bias in tree-ring chronologies: a case study from the Interior West, USA"	"Environ. and Ecological Statistics, 10.1007/s10651-016-0363-x"			10.1007/s10651-016-0363-x	MidFL_REC
	"Belhaj, K., Cano, Liliana M., Prince, David C., Kemen, Ariane, Yoshida, Kentaro, Dagdas, Yasin F., Etherington, Graham J., Schoonbeek, Henk-Jan, Van Esse, H. Peter, Jones, Jonathan D. G., Kamoun, Sophien, Schornack, Sebastian"	2016	Arabidopsis late blight: infection of a nonhost plant by Albugo laibachii enables full colonization by Phytophthora infestans	"Cellular Microbiology, 10.1111/cmi.12628"		n/a-n/a	10.1111/cmi.12628	IndianRiv_REC
	"Benny, G. H., H-M; Lazarus, Kl; Smith, Me"	2016	"Five new species of the obligate mycoparasite Syncephalis (Zoopagales, Zoopagomycotina) from soil"	"Mycologia, 10.3852/15-073"			10.3852/15-073	PlantPath
West_REC	"Bentivenha, J. P. P.-M., Silvana V; Baldin, Edson Ll; Specht, Alexandre; Da Silva, Ivana F; Hunt, Thomas E"	2016	Battle in the New World: Helicoverpa armigera versus Helicoverpa zea (Lepidoptera: Noctuidae)	PloS one	11	12	e0167182	10.1371/journal.pone.0167182
EntNem	"Bentley, M. T. H., D. A.; Oi, F. M."	2016	"The Thermal Breadth of Nylanderia fulva (Hymenoptera: Formicidae) Is Narrower Than That of Solenopsis invicta at Three Thermal Ramping Rates: 1.0, 0.12, and 0.06 degrees C min(-1)"	Environmental Entomology	45	4	1058-1062	10.1093/ee/nvw050
FtLauder_REC	"Berger, S. M., Paul T; Ferrell, Jason a; Gettys, Lyn a; Morichetti, S; Cantero, Jj; Nunez, C"	2016	Palmer amaranth identification and documentation of herbicide resistance in Argentina	Weed Science	64	2	312-320	
Agron	"Berger, S. M., P. T.; Ferrell, J.; Gettys, L.; Morichetti, S.; Cantero, J. J.; Nunez, C."	2016	Palmer Amaranth (Amaranthus palmeri) Identification and Documentation of ALS-Resistance in Argentina	Weed Science	64	2	312-320	10.1614/ws-d-15-00125.1
MidFL_REC	"Bergey, D. R. D., D.A.; Dhekney, S.A.; Grant, T.N.L.; Gray, D.J.; Li, Z.T.; Trigiano, R.N."	2016	"La sélection végétale de precision pour la mise au point de nouveaux cépages: Une nouvelle technologie génétique d’amélioration des plantes, entièrement en accord avec le cycle de vie de la vigne"	Revue des Oenologues	158		13-16	
	"Bergmann, B. A., Dole, J. M., Fisher, P., Njue, G. and Mccall, I."	2016	Gibberellic acid promotes flower stem elongation in ‘Renaissance Red’ poinsettia	"Canadian Journal of Plant Science, 10.1139/cjps-2016-0111"		3-Jan	10.1139/cjps-2016-0111	EnvHort
PlantPath	"Bergua, M. K., Sung-Hwan; Folimonova, Svetlana Y"	2016	Understanding superinfection exclusion by complex populations of Citrus tristeza virus	Virology	499		331-339	
PlantPath	"Bergua, M. P., Dane M; Bak, Aurélie; Bloom, David C; Folimonova, Svetlana Y"	2016	Simultaneous visualization of two Citrus tristeza virus genotypes provides new insights into the structure of multi-component virus populations in a host	Virology	491		19-Oct	
SFRC	"Berlinsky, D. L. W., M. T.; Dimaggio, M. A.; Breton, T. S."	2016	"The Use of Tricaine Methanesulfonate, Clove Oil, Metomidate, and 2-Phenoxyethanol for Anesthesia Induction in Alewives"	North American Journal of Aquaculture	78	1	84-91	10.1080/15222055.2015.1105891
Everglades_REC	"Beuzelin, J. M. W., B. E.; Vanweelden, M. T.; Meszaros, A.; Way, M. O.; Stout, M. J.; Reagan, T. E."	2016	Biology and Management of the Mexican Rice Borer (Lepidoptera: Crambidae) in Rice in the United States	Journal of Integrated Pest Management	7	1	10	10.1093/jipm/pmw006
FtLauder_REC	"Beyer, H. L. G., Eliezer; Borger, Luca; Panzacchi, Manuela; Basille, Mathieu; Herfindal, Ivar; Van Moorter, Bram; Lele, Subhash; Matthiopoulos, Jason"	2016	“You shall not pass!”: quantifying barrier permeability and proximity avoidance by animals	Journal of Animal Ecology	85		43-53	10.1111/1365-2656.12275
Everglades_REC	"Bhadha, J. H. A., Odiney; Lang, Timothy a; Giurcanu, Mihai C; Daroub, Samira H"	2016	Growth Efficacy of Sorghum and Rice Amended with Dried Versus Composted Aquatic Vegetation	Sustainable Agriculture Research	5	2	92	
SoilWater	"Bhadha, J. H. A., O.; Lang, T. A.; Giurcanu, M. C.; Daroub, S. H."	2016	Growth efficacy of sorghum and rice amended with dried versus composted aquatic vegetation	Sustainable Agriculture Research	5	2	92-102	10.5539/sar.v5n2p92
SoilWater	"Bhadha, J. H. L., T. A.; Daroub, S. H."	2017	Influence of suspended particulates on phosphorus loading exported from farm drainage during a storm event in the Everglades Agricultural Area	Journal of Soils and Sediments	17	1	240-252	10.1007/s11368-016-1548-5
	"Bhadha, J. H. V., Matthew T"	2016	Arsenic Accumulation in Rice (Oryza sativa): An Overview	International Journal				
	of Environmental & Agriculture Research	2		72-75		Everglades_REC		
SoilWater	"Bhadha, J. H. V., Matthew T"	2016	Arsenic Accumulation in Rice (Oryza sativa): An Overview	International Journal of Environmental & Agriculture Research	2	4	72-75	
FRED	"Bi, X., House, L. and Gao, Z."	2016	Impacts of nutrition information on choices of fresh seafood among parents	Marine Resource Economics	31	3	355-372	
FLMedEnt	"Bingham, A. M., Burkett-Cadena, N. D., Hassan, H. K. and Unnasch, T. R."	2016	Vector Competence and Capacity of Culex erraticus (Diptera: Culicidae) for Eastern Equine Encephalitis Virus in the Southeastern United States	Journal of Medical Entomology	53	2	473-476	10.1093/jme/tjv195
WILDECO	"Blake, J., Mosquera, Diego, Loiselle, Bette, Swing, Kelly, Guerra, Jaime and Romo, David"	2016	Spatial and temporal activity patterns of ocelots Leopardus pardalis in lowland forest of eastern Ecuador.	Journal of Mammalogy	97		455-463	DOI:10.1093/jmammal/gyv190
WILDECO	"Blake, J. G. a. L., Bette A."	2016	Long-term changes in composition of bird communities at an “undisturbed” site in eastern Ecuador.	Wilson Journal of Ornithology	128		255-267	
MicroCell	"Blancato, V. S., Pagliai, F. A., Magni, C., Gonzalez, C. F. and Lorca, G. L."	2016	Functional Analysis of the Citrate Activator CitO from Enterococcus faecalis Implicates a Divalent Metal in Ligand Binding	Frontiers in microbiology	7		101	10.3389/fmicb.2016.00101
NOFL_REC	"Bliss, C., Andersen, P., Brodbeck, B., Wright, D., Olson, S. and Marois, J."	2016	"The influence of bahiagrass, tillage, and cover crops on organic vegetable production and soil quality in the southern coastal plain"	Sustainable Agriculture Research	5	2	65-82	10.5539/sar.v5n2p65
FLMedEnt	"Blosser, E. M. and Burkett-Cadena, N. D."	2017	"Culex (Melanoconion) panocossa from peninsular Florida, USA"	Acta Tropica	167		59-63	
FLMedEnt	"Blosser, E. M., Stenn, T., Acevedo, C. and Burkett-Cadena, N. D."	2016	"Host use and seasonality of Culex (Melanoconion) iolambdis (Diptera: Culicidae) from eastern Florida, USA"	Acta Tropica	164		352-359	10.1016/j.actatropica.2016.10.001
EntNem	"Blythe, E. K., Tabanca, N., Demirci, B., Tsikolia, M., Bloomquist, J.R., and Bernier, U.R."	2016	Lantana montevidensis (Spreng.) Briq. essential oil: chemical composition and mosquito repellent activity against Aedes aegypti L.	Natur. Product Comm.	11		1713-1716	
	"Boote, K. J. P., Cheryl; Jones, James W; Thorburn, Peter J; Kersebaum, Kc; Hoogenboom, Gerrit; White, Jw; Hatfield, Jl"	2015	Sentinel Site Data for Crop Model Improvement—Definition and Characterization	"Improving Modeling Tools to Assess Climate Change Effects on Crop Response, "	advagricsystmodel7			ABE
FRED	"Borisova, T., Bi, X., Larkin, S. and Longanecker, J."	2016	Assessing nature-based recreation to support economic development and environmental sustainability extension programs	Journal of Extension	54	5	5RIB1	
MidFL_REC	"Boughton, A. J. F., Antonio W.; Mannion, Catharine M.; Osborne, Lance S.; Smith, Trevor R.; Stocks, Ian C."	2016	Host plants and natural enemies of rugose spiraling whitefly (Hemiptera: Aleyrodidae) in Florida	Florida Entomologist	99		150-153	
Range_REC	"Boughton, E. H., Boughton, R. K., Griffith, C. and Bernath-Plaisted, J."	2016	Reproductive traits of Lachnanthes caroliniana (Lam.) Dandy related to patch formation following feral swine rooting disturbance	Journal of the Torrey Botanical Society	143	3	265-273	10.3159/torrey-d-15-00064.1
FtLauder_REC	"Bourguignon, T. S., Rudolf H; Nagy, Zoltán Tamás; Sonet, Gontran; Host, Benoît; Roisin, Yves"	2016	Towards a revision of the Neotropical soldierless termites (Isoptera: Termitidae): redescription of the genus Grigiotermes Mathews and description of five new genera	Zoological Journal of the Linnean Society	176	1	15-35	
SFRC	"Bowers, A. W. M., M. C.; Adams, D. C."	2016	Climate change communication insights from cooperative Extension professionals in the U. S. southern states: finding common ground	Environmental Communication	10	5	656-670	
SW_REC	"Bowman, K. D., Mccollum, G. and Albrecht, U."	2016	Performance of 'Valencia' orange (Citrus sinensis L. Osbeck) on 17 rootstocks in a trial severely affected by huanglongbing	Scientia Horticulturae	201		355-361	10.1016/j.scienta.2016.01.019
Gulf_REC	"Boyd, N. S. R., T.G."	2016	Strawberry tolerance to bed-top and drip-applied pre-emergence herbicides	Weed Technology	30	2	492-498	
ABE	"Boyer, M. J. D., M. D.; Young, L. J.; Wang, C."	2016	Mining for Water: Using Billing Data to Characterize Residential Irrigation Demand	Journal American Water Works Association	108	11	88-88	10.5942/jawwa.2016.108.0153
SFRC	"Bracho, R. N., Susan; Pegoraro, Elaine; Crummer, Kathryn G.; Schadel, Christina; Celis, Gerardo; Hale, Lauren; Wu, Liyou; Yin, Huaqun; Tiedje, James M.; Konstantinidis, Konstantinos T.; Luo, Yiqi; Zhou, Jizhong; Schuur, Edward A. G."	2016	Temperature sensitivity of organic matter decomposition of permafrost-region soils during laboratory incubations	Soil Biology and Biochemistry	97		14-Jan	
	"Branco, S., Bi, K., Liao, H.-L., Gladieux, P., Badouin, H., Ellison, C. E., Nguyen, N. H., Vilgalys, R., Peay, K. G., Taylor, J. W. and Bruns, T. D."	2016	Continental-level population differentiation and environmental adaptation in the mushroom Suillus brevipes	"Molecular ecology, 10.1111/mec.13892"			10.1111/mec.13892	NOFL_REC
FtLauder_REC	"Brandt, L. a. B., Jeffrey S; Jeffery, Brian M; Cherkiss, Michael S; Mazzotti, Frank J"	2016	"Fluctuating water depths affect American alligator (Alligator mississippiensis) body condition in the Everglades, Florida, USA"	Ecological Indicators	67		441-450	
Citrus_REC	"Brar, P. K. S., L. K.; Danyluk, M. D."	2016	"Prevalence, Level, and Types of Salmonella Isolated from North American In-Shell Pecans over Four Harvest Years"	Journal of Food Protection	79	3	352-360	10.4315/0362-028x.jfp-15-365
FoodSci	"Brar, P. S., Lk; Danyluk, Md"	2016	"Prevalence, Level, and Types of Salmonella Isolated from North American In-Shell Pecans over Four Harvest Years"	Journal of Food Protection	79	3	352-360	10.4315/0362-028X.JFP-15-365
